,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1025,2024-03-08,2151.5527956757064,2082.192209936289,2197.762232021489,2151.5527956757064,2151.5527956757064,-15.402866899797862,-15.402866899797862,-15.402866899797862,5.209507792752434,5.209507792752434,5.209507792752434,-20.612374692550297,-20.612374692550297,-20.612374692550297,0.0,0.0,0.0,2136.1499287759084
1026,2024-03-11,2157.568198125315,2081.7011746136004,2198.9015100930983,2157.568198125315,2157.568198125315,-17.35948550483917,-17.35948550483917,-17.35948550483917,2.327622029640532,2.327622029640532,2.327622029640532,-19.687107534479704,-19.687107534479704,-19.687107534479704,0.0,0.0,0.0,2140.208712620476
1027,2024-03-12,2159.573332275185,2086.7104428335533,2202.603977235522,2159.573332275185,2159.573332275185,-14.348529508475872,-14.348529508475872,-14.348529508475872,5.101488579718909,5.101488579718909,5.101488579718909,-19.45001808819478,-19.45001808819478,-19.45001808819478,0.0,0.0,0.0,2145.2248027667088
1028,2024-03-13,2161.5784664250546,2085.0966598981877,2207.0053725253615,2161.5784664250546,2161.5784664250546,-14.404818293209285,-14.404818293209285,-14.404818293209285,4.795698711983564,4.795698711983564,4.795698711983564,-19.20051700519285,-19.20051700519285,-19.20051700519285,0.0,0.0,0.0,2147.1736481318453
1029,2024-03-14,2163.5836005749234,2094.739264215712,2213.2564744409415,2163.5836005749234,2163.5836005749234,-12.909562466445346,-12.909562466445346,-12.909562466445346,5.995762585992515,5.995762585992515,5.995762585992515,-18.90532505243786,-18.90532505243786,-18.90532505243786,0.0,0.0,0.0,2150.674038108478
1030,2024-03-15,2165.588734724793,2092.685530815885,2205.9785208214025,2165.588734724793,2165.588734724793,-13.319945668607765,-13.319945668607765,-13.319945668607765,5.2095077927476074,5.2095077927476074,5.2095077927476074,-18.52945346135537,-18.52945346135537,-18.52945346135537,0.0,0.0,0.0,2152.268789056185
1031,2024-03-18,2171.604137174402,2094.357226246549,2214.7571550066737,2171.604137174402,2171.604137174402,-14.235841837815235,-14.235841837815235,-14.235841837815235,2.327622029602995,2.327622029602995,2.327622029602995,-16.563463867418232,-16.563463867418232,-16.563463867418232,0.0,0.0,0.0,2157.3682953365865
1032,2024-03-19,2173.6092713242706,2106.639551774603,2219.8708525079987,2173.6092713242706,2173.6092713242706,-10.414988685775398,-10.414988685775398,-10.414988685775398,5.101488579715169,5.101488579715169,5.101488579715169,-15.516477265490566,-15.516477265490566,-15.516477265490566,0.0,0.0,0.0,2163.194282638495
1033,2024-03-20,2175.6144054741403,2105.06340403199,2221.705450664521,2175.6144054741403,2175.6144054741403,-9.428474857298156,-9.428474857298156,-9.428474857298156,4.795698711981088,4.795698711981088,4.795698711981088,-14.224173569279245,-14.224173569279245,-14.224173569279245,0.0,0.0,0.0,2166.185930616842
1034,2024-03-21,2177.61953962401,2113.6724296074176,2228.9641769192044,2177.61953962401,2177.61953962401,-6.667140638609885,-6.667140638609885,-6.667140638609885,5.9957625859947985,5.9957625859947985,5.9957625859947985,-12.662903224604683,-12.662903224604683,-12.662903224604683,0.0,0.0,0.0,2170.9523989854
1035,2024-03-22,2179.6246737738793,2114.697787212623,2230.1774516152786,2179.6246737738793,2179.6246737738793,-5.604776647796286,-5.604776647796286,-5.604776647796286,5.209507792737541,5.209507792737541,5.209507792737541,-10.814284440533825,-10.814284440533825,-10.814284440533825,0.0,0.0,0.0,2174.019897126083
1036,2024-03-25,2185.6400762234875,2126.8415891933696,2239.5968422147557,2185.6400762234875,2185.6400762234875,-1.1263626736354682,-1.1263626736354682,-1.1263626736354682,2.3276220296141257,2.3276220296141257,2.3276220296141257,-3.4539847032495934,-3.4539847032495934,-3.4539847032495934,0.0,0.0,0.0,2184.513713549852
1037,2024-03-26,2187.6452103733573,2131.4143932087495,2247.8634395698286,2187.6452103733573,2187.6452103733573,4.7013074228801495,4.7013074228801495,4.7013074228801495,5.10148857971917,5.10148857971917,5.10148857971917,-0.4001811568390203,-0.4001811568390203,-0.4001811568390203,0.0,0.0,0.0,2192.3465177962375
